Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
b5301f90-f8e2-3e20-a9e7-aabde8c4abdb,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,31.512,-85.632747,3347742601,1050.34,9
383f1c8e-332f-38e0-882e-04933091d01e,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,AL,35205,33.527444,-86.799047,2059397000,92768.81999999908,668
003d226c-d9dd-35d7-9726-44f7efa5f60c,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,33.957759,-87.751828,2054877736,3845.340000000001,29
4a4ae4ad-87be-35dd-bed8-b6285e504c3f,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,33.854951,-87.27074,2053874000,1281.78,9
c193f06f-79f8-31e0-99f4-f8e6a41f2383,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,30.668426,-88.100226,2516331000,6124.060000000002,44
9e230a96-ca7a-3ee9-97a9-eef7fe67f358,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,33.233083,-87.525798,2057597111,19564.93999999997,138
c636f6d5-c2c4-3485-8249-1161d54bbe04,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,30.521914,-87.882336,2519282375,854.5199999999999,7
6a3b4f09-1719-35fc-8ba7-ef8a1729e040,MEDICAL WEST  AN AFFILIATE OF UAB HEALTH SYSTEM,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,33.370824,-86.97150400000002,2054817000,40304.85999999972,288
6ceeb0d0-838f-3c89-a042-91e50e6c6158,SPRINGHILL MEMORIAL HOSPITAL,3719 DAUPHIN STREET,MOBILE,AL,36608,30.668426,-88.100226,2513449630,4984.700000000002,35
7f080566-92a1-354a-b13e-a74ef5fdd8de,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,32.346251,-86.26859300000002,3342448330,21220.579999999947,151
7ff47de0-ad19-3a53-bd2e-2aded55b15c3,Wiregrass CBOC,301 Andrews Avenue,Fort Rucker,AL,36362,31.3497,-85.6846,800-214-8387 X 7831,284.84,2
62157fd6-92f1-3f9a-a11b-21eb03357e84,PCP11786,8335 GAYFER RD EXT,FAIRHOE,AL,36532-3051,30.494695,-87.909966,251-990-8388,3133.2400000000007,22
d1672106-a278-311f-8bff-d429fc71e63d,PREFERRED PAIN ASSOCIATES OF ALABAMA PC,1110 N CHALKVILLE RD,TRUSSVILLE,AL,35173-1083,33.61123,-86.571671,205-508-5300,6978.580000000003,49
5d961818-3488-3e1d-b5a4-92ee9be19693,BHC - GARDENDALE,758 MAIN ST,GARDENDALE,AL,35071-2696,33.693391,-86.806738,205-631-5521,5981.640000000002,43
ad4190a1-fe4d-35d2-81f7-47635d9ba570,GARRY W MAGOUIRK MD PC,110 23RD ST NW,FAYETTE,AL,35555-1001,33.638038,-87.843653,205-932-3891,4415.020000000001,31
95e016be-78e3-3f02-a6ee-691d83693735,PCP136573,4709 WOODMERE BLVD,MONTGOMERY,AL,36106-3078,32.378646999999994,-86.297411,,7833.100000000003,55
785aad40-5a5b-377a-960d-622082fbc140,PCP158931,6869 5TH S AVE,BRIMINGHAM,AL,35212-1866,33.527444,-86.799047,,8830.040000000003,62
a80e7bdd-c2b2-3016-9879-da62458359b3,PCP163676,775 2ND ST,HELENA,AL,35080-3209,33.285635,-86.874488,,12105.700000000004,85
e9c544b3-3bc5-3193-a898-066599a4c675,FULTONDALE URGENT CARE CENTERS  LLC,339 WALKER CHAPEL PLZ,FULTONDALE,AL,35068-3401,33.617647999999996,-86.801594,205-841-2844,6408.900000000002,45
8c2b806a-6a89-3117-b564-2d3051c86c39,THERAPY SOUTH HUEYTOWN LLC,3004 ALLISON BONNETT MEMORIAL DR,HUEYTOWN,AL,35023-2317,33.421566999999996,-87.014251,205-744-9993,5696.800000000002,40
119fd6aa-15c0-3331-96b4-ccffd6991e14,FAYETTE MEDICAL CENTER-CRNA,1653 TEMPLE AVE N,FAYETTE,AL,35555-1314,33.638038,-87.843653,205-932-5966,1139.36,9
ca45ba46-851e-3e48-a4d6-8128905966e2,FRANKLIN PRIMARY HEALTH CENTER  INC.,424 S WILSON AVE,PRICHARD,AL,36610-3910,30.773095,-88.130721,251-452-1442,6693.7400000000025,47
c366d3bb-cd5e-33fb-b20c-c13612552b60,FAMILY MEDICINE OF TUSCALOOSA  LLC,100 TOWNCENTER BLVD,TUSCALOOSA,AL,35406-1835,33.200644,-87.544983,205-462-3334,10111.820000000003,71
490bdb65-a11f-348d-bdd8-c27a5e3f2c5a,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360-2018,31.511999999999997,-85.632747,,3987.760000000001,28
6c030b2f-25a6-392b-86a0-a1ae3602bd06,NORWOOD CLINIC INC,2038 SPRINGDALE LN,TARRANT,AL,35217-2028,33.595267,-86.766253,205-841-7665,8830.040000000003,62
b1fb655b-24b3-3c3a-9e97-73887272755b,JACKSON HOSPITAL AND CLINIC  INC.,11123 CHANTILLY PKWY CT,PIKE ROAD,AL,36064-2880,32.241346,-86.115527,334-293-8888,3133.2400000000007,23
3f46100c-002d-3293-82c3-5303f68289e0,ENCORE REHABILITATION INC,5643 SERMON RD B,THEODORE,AL,36582-3608,30.522431,-88.109718,251-660-1505,8545.200000000003,60
f4bf745c-f77a-3094-829b-856807875e93,WHATLEY HEALTH SERVICES INC,10290 MAIN ST,OAKMAN,AL,35579-5845,33.666598,-87.361509,205-614-6060,3275.6600000000008,23
71fb0021-f710-3471-a6ea-9c47c6816958,OHIO IMAGING ASSOCIATES  INC.,21 RIDGE DR,MOUNTAIN BROOK,AL,35212-3633,33.491488000000004,-86.73447,952-595-1100,11251.180000000004,79
f5202080-495b-3705-8a1f-b393f7c24e60,GREATER MOBILE URGENT CARE,2350 SCHILLINGER ROAD,MOBILE,AL,36695,30.6419737,-88.2249806,251-633-0123,0.0,3
5bda09d8-ec34-3689-8e2b-5de71ee9219d,AMERICAN FAMILY CARE - ALABASTER,120 COLONIAL PROMENADE PARKWAY,ALABASTER,AL,35007,33.2301244,-86.8027757,205-605-0495,0.0,6
06f1e668-7844-3545-b8d7-94c3ab1830e2,MEDCENTER NORTH URGENT CARE FAMILY MEDICINE,3909 MCFARLAND BOULEVARD,NORTHPORT,AL,35476,33.2383265,-87.597738,205-333-1993,0.0,1
db23aeb0-2c34-34b5-a2be-fb589f4d93c4,AMERICAN FAMILY CARE MEDICAL CENTERS,1007 9TH AVENUE NORTH,BESSEMER,AL,35020,33.3969883,-86.968258,205-426-9605,0.0,1
3a001dcc-9664-3897-8728-906a945a5229,CONCENTRA MEDICAL CENTER - DOWNTOWN BIRMINGHAM,2500 4TH AVENUE SOUTH,BIRMINGHAM,AL,35233,33.5127445,-86.7947531,205-263-5800,0.0,2
9904e623-79c7-3d52-af28-6fb539788911,AMERICAN FAMILY CARE - MONTLIMAR,900 MONTLIMAR DRIVE,MOBILE,AL,36609,30.6727746,-88.1351089,251-343-5263,0.0,2
