66d12724-5fa3-49cf-97b1-a491f2de7dac,5/30/06,,999-14-9897,,,,Adah,Dicki,,,,white,nonhispanic,F,Anniston  Alabama  US,190 Hermann Crossing,Fairhope,Alabama,Baldwin County,36559,30.5246435,-87.87183989,355476.8,3462.92
3bca02ec-b2d5-432c-96ad-932161f54cb4,2/21/06,,999-72-2998,,,,Reed,Maggio,,,,white,nonhispanic,M,Bessemer  Alabama  US,633 O'Hara Divide,Oakman,Alabama,Walker County,,33.65514353,-87.38935602,312147.01,3882.44
a4e153ab-907f-4f6d-8d28-159bd7383498,5/9/93,,999-31-5016,S99969095,X60687803X,Mr.,Normand,Carroll,,,S,white,nonhispanic,M,Mobile  Alabama  US,410 Moore Lock,Ozark,Alabama,Dale County,,31.46499231,-85.60839225,83326.31,3589.54
3a103735-1908-45ca-8db7-b36ee66e6475,11/14/69,,999-47-3202,S99938760,X3524112X,Mrs.,Sharyl,Friesen,,Mills,M,white,nonhispanic,F,Florence  Alabama  US,585 Klocko Heights,Bessemer,Alabama,Jefferson County,35244,33.42289906,-87.09860262,1064014.17,14840.28
0ce21d8a-a59a-4c85-88c3-3bacdbb895f8,6/5/57,,999-94-3961,S99948873,X41041933X,Ms.,Katelynn,Labadie,,,S,black,nonhispanic,F,Blountsville  Alabama  US,751 Langworth Trail Suite 43,Northport,Alabama,Tuscaloosa County,35476,33.15059551,-87.63891267,1551738.13,13738
876d2b60-e5ba-414f-a30f-f8d33eecd874,8/22/97,,999-62-4127,S99929498,X35690564X,Ms.,Nilda,Ortiz,,,,white,nonhispanic,F,Tallassee  Alabama  US,837 Breitenberg Ville,Fayette,Alabama,Fayette County,,33.67284442,-87.78104278,476793.62,4053.74
d81bcae2-13da-4d05-ac8c-64e40d619191,6/17/63,,999-87-7615,S99995368,X57443417X,Ms.,Sena,Wisoky,,,S,black,nonhispanic,F,Mobile  Alabama  US,882 Robel Byway Suite 87,Montgomery,Alabama,Montgomery County,36108,32.37919658,-86.34846148,189282.62,49382.68
95f5e0dd-087f-499a-b7dc-c33d77011193,9/23/42,,999-49-8062,S99953417,X67415763X,Mrs.,Berta,Iglesias,,Puga,M,black,hispanic,F,Gaudalajara  Jalisco  MX,248 Stokes Ranch Unit 59,Hoover,Alabama,Jefferson County,,33.23284365,-86.9451464,1420167.24,32406.22
b8856e18-172f-499b-83e0-c3b06db5afce,6/29/49,,999-55-8678,S99950746,X16872228X,Mr.,Antony,Hudson,,,M,white,nonhispanic,M,Montgomery  Alabama  US,536 Durgan Common Suite 41,Mobile,Alabama,Mobile County,36606,30.59227228,-88.18622418,230448.99,10907.65
08afe1df-9155-4627-ad60-f75bfd4a5695,10/16/30,,999-15-7150,S99947458,X56780136X,Mrs.,Kenyatta,Haley,,Miller,M,white,nonhispanic,F,Homewood  Alabama  US,327 Howe Dale Suite 47,Birmingham,Alabama,Jefferson County,35173,33.5234413,-86.72612485,1567297.31,41333.58
cb04345d-f73d-452a-bb18-798c7ad8292f,9/24/18,,999-81-6656,,,,Leslie,Effertz,,,,white,nonhispanic,M,Anchorage  Alaska  US,964 Denesik Way Suite 68,Anchorage,Alaska,Anchorage Municipality,,61.22561625,-149.8913199,46607.6,1507.52
f5b8c724-df3f-407d-ace7-787fac641ce5,11/14/99,,999-60-3652,S99943059,X52965250X,Mr.,Esteban,Amador,,,,black,nonhispanic,M,Ponce  Puerto Rico  PR,1094 Kerluke Way,Fairbanks,Alaska,Fairbanks North Star Borough,99709,64.8891279,-148.185014,64790.55,11641.49
99b071fd-29c2-4066-9e06-a3d526a3c3dc,4/12/94,,999-10-3391,S99937594,X69557004X,Ms.,Leota,Ebert,,,,native,nonhispanic,F,Wasilla  Alaska  US,237 Daniel Overpass Suite 91,Barrow,Alaska,North Slope Borough,99723,71.27196593,-156.7805632,537449.91,6597.32
4d16879e-5d35-4ebe-9f9f-061fcef33684,8/13/92,,999-38-3520,S99920944,X49512258X,Mrs.,Tarsha,Jacobi,,Howe,M,white,nonhispanic,F,Tanana  Alaska  US,388 Johnston Port,Juneau,Alaska,Juneau City and Borough,,58.2347666,-134.3839563,689507.62,7672.64
b69b8a3e-232e-421a-b652-d4f84fcfa899,2/5/95,,999-57-6547,S99998007,X75730971X,Mr.,Basil,DuBuque,,,,white,nonhispanic,M,McGrath  Alaska  US,831 Bartoletti Parade Suite 59,Anchorage,Alaska,Anchorage Municipality,99513,61.14083469,-149.7360387,551242.22,5306.14
6f469b28-e4db-449d-8aab-0e8c6dc33fbf,11/13/59,,999-87-5462,S99992902,X67491440X,Mr.,Hal,Rowe,,,M,white,nonhispanic,M,Anchorage  Alaska  US,1045 Jaskolski View,Houston,Alaska,Matanuska-Susitna Borough,99694,61.46665587,-149.900219,1547418.4,12913.36
a7dd6e3e-5e2a-44bd-aa38-1e368ca6980e,4/27/93,,999-42-8213,S99912604,X18463426X,Mr.,Hugo,Terán,,,M,white,hispanic,M,Roseau  Saint George  DM,464 Hoeger Grove Suite 97,Anchorage,Alaska,Anchorage Municipality,99567,61.25910267,-149.8612391,632136.03,6546.68
0af23066-32ac-44b5-b577-71d9f727c770,3/11/48,,999-29-2559,S99913987,X88379159X,Mr.,Dominick,Yost,,,M,white,nonhispanic,M,Anchorage  Alaska  US,687 Hagenes Flat,Anchorage,Alaska,Anchorage Municipality,99517,61.30667801,-149.5612615,1827595.64,26453.86
0e621277-8b4e-4b65-8882-19e7da008918,2/3/70,,999-10-6052,S99977138,X47137191X,Mr.,Vance,Pfeffer,,,S,asian,nonhispanic,M,Anchorage  Alaska  US,424 Treutel Hollow Suite 36,Anchorage,Alaska,Anchorage Municipality,99501,61.15918619,-149.7568257,37889.71,0
540262b6-4d5b-4c0b-87cb-b03e5ba8501c,3/1/64,,999-26-5134,S99999523,X70640168X,Mrs.,Randee,Hand,,Gusikowski,M,native,nonhispanic,F,Anchorage  Alaska  US,179 Spencer Terrace,Anchorage,Alaska,Anchorage Municipality,,61.07068747,-149.7551092,1289515.89,20034.44
a6e1e7c0-8336-421c-82ae-421669a70d77,1/12/19,,999-15-6382,,,,Jesusita,Beatty,,,,black,nonhispanic,F,Tucson  Arizona  US,376 Torphy Lock,Scottsdale,Arizona,Maricopa County,85258,33.41793084,-111.9830524,32400,1385.44
f6d06de4-b779-4cfb-87c3-aed2980818ea,9/7/07,,999-12-1336,,,,Jere,Cole,,,,white,nonhispanic,M,Lake Havasu City  Arizona  US,481 Deckow Vale,Tucson,Arizona,Pima County,85713,32.10159988,-110.8937405,341465.77,4156.32
c1612a44-fa9a-41e4-a7df-0f58530f87c4,8/26/03,,999-51-6676,S99981702,,,Joannie,O'Conner,,,,white,nonhispanic,F,Phoenix  Arizona  US,697 Schmitt Forge Suite 94,Gilbert,Arizona,Maricopa County,85234,33.4180394,-111.786686,405415.05,4761.76
976dbb8f-dab0-4112-a817-901da266d465,7/13/91,,999-19-3749,S99959726,X89607012X,Mr.,Ivory,Gleichner,,,M,white,nonhispanic,M,Tucson  Arizona  US,934 Torphy Lock Unit 68,Kingman,Arizona,Mohave County,86409,35.14538844,-113.7465461,713386.4,7024.32
ed950ed6-9bc1-4a2d-b5e9-a0efd4029d50,2/3/19,,999-72-5632,,,,Trenton,Ernser,,,,white,nonhispanic,M,Glendale  Arizona  US,621 McGlynn Rest,Phoenix,Arizona,Maricopa County,85029,33.44596867,-112.0052678,34000,1385.44
18540b53-070a-4543-97ef-c594b15cdbf5,7/7/81,,999-65-5152,S99976848,X27687322X,Mr.,Porfirio,Hammes,,,M,white,nonhispanic,M,Benson  Arizona  US,399 Quitzon Route Unit 8,Phoenix,Arizona,Maricopa County,85042,33.81817227,-112.1394288,13865.89,0
ab069fc6-02fa-4ec8-8cf5-d91a1e3fcbe7,8/8/82,,999-73-5471,S99952983,X68251690X,Mrs.,Lauralee,Jacobson,,Aufderhar,M,white,nonhispanic,F,Tucson  Arizona  US,635 Medhurst Passage Apt 80,Phoenix,Arizona,Maricopa County,85042,33.60519678,-112.1732299,121710.46,20470.92
ccafda34-f2fd-4de2-98e4-f1a2a423ba70,6/24/83,,999-98-8427,S99937693,X43256650X,Mrs.,Kathern,Wyman,,Barton,M,white,nonhispanic,F,Nogales  Arizona  US,913 Quitzon Port Apt 44,Gilbert,Arizona,Maricopa County,85206,33.40399596,-111.6621809,786905.92,20550.52
367eb3b1-f7be-400f-ac49-0648d596cb88,6/20/72,,999-43-6029,S99955934,X31195264X,Mr.,Samual,Smitham,,,M,white,nonhispanic,M,Phoenix  Arizona  US,320 Sanford Parade,Fountain Hills,Arizona,Maricopa County,85268,33.57326534,-111.8354339,1159901.52,8763.96
9e9ae82d-a48e-41bc-adc2-b0f471e82f01,1/14/48,,999-49-7327,S99963373,X23106878X,Mr.,Raul,McCullough,,,M,white,nonhispanic,M,Phoenix  Arizona  US,223 O'Kon Lodge Apt 93,Tucson,Arizona,Pima County,85726,32.32618294,-110.9488773,245646.09,15221.6
55f5dd26-3d68-4fbe-bf23-1c43f5e1761a,11/11/06,,999-84-9197,,,,Sidney,Wuckert,,,,white,nonhispanic,F,De Queen  Arkansas  US,308 Runolfsson Center Unit 67,Mountain Home,Arkansas,Baxter County,72653,36.28748883,-92.39313115,328762.2,3811.42
fcac066c-796f-4ce6-8870-6c6bbf6bb619,10/21/01,,999-91-8537,S99925109,,Mr.,Myron,Kovacek,,,,white,nonhispanic,M,Dermott  Arkansas  US,863 Hagenes Fort,Cabot,Arkansas,Lonoke County,72007,34.98766004,-92.02248988,506076.08,3114.14
